sample_,var_,count,varcode,varname
3,624,2.0,Pot,Potamogeton
3,641,1.0,Pru,Prunella
3,654,92.0,Que,Quercus
3,657,1.0,Que.i-T,Quercus ilex-type
3,662,7.0,Ranae,Ranunculaceae
3,687,1.0,Rosae,Rosaceae
3,694,3.0,Rum,Rumex
3,853,1.0,Ulm,Ulmus
3,854,8.0,Umb,Umbelliferae
3,930,2.0,Fil,Filicopsida
3,939,1.0,Iso,Isoetes
3,960,4.0,Ptd,Pteridium
3,981,2.0,Ind.ud,Indeterminable: undiff.
3,982,3.0,Ind.unkn,Indeterminable: unknown
4,1,4.0,Abi,Abies
4,32,9.0,Aln,Alnus
4,66,2.0,Art,Artemisia
4,95,21.0,Bet,Betula
4,124,16.0,Cal.v,Calluna vulgaris
4,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
4,217,20.0,Cor,Corylus
4,233,32.0,Cypae,Cyperaceae
4,286,16.0,Erl,Ericales
4,309,1.0,Flp,Filipendula
4,349,50.0,Graae,Gramineae
4,411,1.0,Leg,Leguminosae
4,484,3.0,Mey.t,Menyanthes trifoliata
4,503,1.0,Myo,Myriophyllum
4,567,18.0,Pin,Pinus
4,590,1.0,Pla.ud,Plantago undiff.
4,604,2.0,Pol,Polygonum
4,620,2.0,Pop,Populus
4,624,2.0,Pot,Potamogeton
4,629,1.0,Pti,Potentilla
4,654,98.0,Que,Quercus
4,662,2.0,Ranae,Ranunculaceae
4,687,1.0,Rosae,Rosaceae
4,694,2.0,Rum,Rumex
4,854,11.0,Umb,Umbelliferae
4,939,3.0,Iso,Isoetes
4,960,1.0,Ptd,Pteridium
4,977,8.0,Ind.conc,Indeterminable: concealed
4,981,19.0,Ind.ud,Indeterminable: undiff.
4,982,5.0,Ind.unkn,Indeterminable: unknown
5,1,1.0,Abi,Abies
5,32,8.0,Aln,Alnus
5,66,2.0,Art,Artemisia
5,95,14.0,Bet,Betula
5,124,9.0,Cal.v,Calluna vulgaris
5,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
5,217,19.0,Cor,Corylus
5,228,1.0,Cru,Cruciferae
5,233,25.0,Cypae,Cyperaceae
5,286,10.0,Erl,Ericales
5,349,124.0,Graae,Gramineae
5,484,1.0,Mey.t,Menyanthes trifoliata
5,503,1.0,Myo,Myriophyllum
5,567,30.0,Pin,Pinus
5,590,4.0,Pla.ud,Plantago undiff.
5,620,4.0,Pop,Populus
5,624,1.0,Pot,Potamogeton
5,654,80.0,Que,Quercus
5,662,6.0,Ranae,Ranunculaceae
5,687,2.0,Rosae,Rosaceae
5,712,4.0,Sal,Salix
5,854,34.0,Umb,Umbelliferae
5,930,7.0,Fil,Filicopsida
5,939,9.0,Iso,Isoetes
5,960,11.0,Ptd,Pteridium
5,981,12.0,Ind.ud,Indeterminable: undiff.
5,982,3.0,Ind.unkn,Indeterminable: unknown
6,1,4.0,Abi,Abies
6,32,6.0,Aln,Alnus
6,66,1.0,Art,Artemisia
6,95,21.0,Bet,Betula
6,124,3.0,Cal.v,Calluna vulgaris
6,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
6,210,1.0,Crn,Cornus
6,217,19.0,Cor,Corylus
6,228,2.0,Cru,Cruciferae
6,233,21.0,Cypae,Cyperaceae
6,286,20.0,Erl,Ericales
6,349,28.0,Graae,Gramineae
6,355,1.0,Hel,Helianthemum
6,567,54.0,Pin,Pinus
6,620,5.0,Pop,Populus
6,629,1.0,Pti,Potentilla
6,654,109.0,Que,Quercus
6,712,1.0,Sal,Salix
6,854,4.0,Umb,Umbelliferae
6,933,1.0,Fil.ud,Filicopsida undiff.
6,977,2.0,Ind.conc,Indeterminable: concealed
6,981,11.0,Ind.ud,Indeterminable: undiff.
6,982,1.0,Ind.unkn,Indeterminable: unknown
6,1140,4.0,Dicotyle,Dicotyledones
7,32,3.0,Aln,Alnus
7,66,1.0,Art,Artemisia
7,95,2.0,Bet,Betula
7,124,8.0,Cal.v,Calluna vulgaris
7,150,1.0,Cen,Centaurea
7,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
7,233,32.0,Cypae,Cyperaceae
7,286,9.0,Erl,Ericales
7,309,1.0,Flp,Filipendula
7,315,3.0,Frx,Fraxinus
7,349,79.0,Graae,Gramineae
7,484,1.0,Mey.t,Menyanthes trifoliata
7,567,56.0,Pin,Pinus
7,620,4.0,Pop,Populus
7,624,1.0,Pot,Potamogeton
7,654,52.0,Que,Quercus
7,657,2.0,Que.i-T,Quercus ilex-type
7,662,1.0,Ranae,Ranunculaceae
7,712,1.0,Sal,Salix
7,854,2.0,Umb,Umbelliferae
7,960,3.0,Ptd,Pteridium
7,981,2.0,Ind.ud,Indeterminable: undiff.
7,982,1.0,Ind.unkn,Indeterminable: unknown
8,32,4.0,Aln,Alnus
8,95,16.0,Bet,Betula
8,124,4.0,Cal.v,Calluna vulgaris
8,141,1.0,Cphae,Caryophyllaceae
8,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
8,217,4.0,Cor,Corylus
8,228,1.0,Cru,Cruciferae
8,233,12.0,Cypae,Cyperaceae
8,286,19.0,Erl,Ericales
8,315,1.0,Frx,Fraxinus
8,349,34.0,Graae,Gramineae
8,355,1.0,Hel,Helianthemum
8,484,7.0,Mey.t,Menyanthes trifoliata
8,567,12.0,Pin,Pinus
8,590,1.0,Pla.ud,Plantago undiff.
8,654,145.0,Que,Quercus
8,657,1.0,Que.i-T,Quercus ilex-type
8,694,1.0,Rum,Rumex
8,853,2.0,Ulm,Ulmus
8,854,3.0,Umb,Umbelliferae
8,933,1.0,Fil.ud,Filicopsida undiff.
8,977,10.0,Ind.conc,Indeterminable: concealed
8,981,11.0,Ind.ud,Indeterminable: undiff.
8,982,1.0,Ind.unkn,Indeterminable: unknown
8,1140,3.0,Dicotyle,Dicotyledones
9,32,5.0,Aln,Alnus
9,62,1.0,Arm.TB,Armeria (type B)
9,66,1.0,Art,Artemisia
9,95,13.0,Bet,Betula
9,124,10.0,Cal.v,Calluna vulgaris
9,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
9,217,8.0,Cor,Corylus
9,228,1.0,Cru,Cruciferae
9,233,23.0,Cypae,Cyperaceae
9,286,18.0,Erl,Ericales
9,315,2.0,Frx,Fraxinus
9,349,37.0,Graae,Gramineae
9,484,2.0,Mey.t,Menyanthes trifoliata
9,523,1.0,Nym,Nymphaea
9,567,46.0,Pin,Pinus
9,654,117.0,Que,Quercus
9,657,5.0,Que.i-T,Quercus ilex-type
9,662,1.0,Ranae,Ranunculaceae
9,687,2.0,Rosae,Rosaceae
9,689,1.0,Rubae,Rubiaceae
9,694,4.0,Rum,Rumex
9,712,1.0,Sal,Salix
9,854,2.0,Umb,Umbelliferae
9,930,1.0,Fil,Filicopsida
9,960,3.0,Ptd,Pteridium
9,977,4.0,Ind.conc,Indeterminable: concealed
9,981,2.0,Ind.ud,Indeterminable: undiff.
9,982,3.0,Ind.unkn,Indeterminable: unknown
9,1140,1.0,Dicotyle,Dicotyledones
9,1141,1.0,Monocoty,Monocotyledones
10,1,6.0,Abi,Abies
10,32,4.0,Aln,Alnus
10,61,1.0,Arm.TA,Armeria (type A)
10,66,1.0,Art,Artemisia
10,95,18.0,Bet,Betula
10,124,9.0,Cal.v,Calluna vulgaris
10,145,1.0,Cas,Castanea
10,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
10,217,10.0,Cor,Corylus
10,233,41.0,Cypae,Cyperaceae
10,286,8.0,Erl,Ericales
10,304,1.0,Fag,Fagus
10,309,2.0,Flp,Filipendula
10,349,59.0,Graae,Gramineae
10,394,1.0,Jun,Juniperus
10,411,4.0,Leg,Leguminosae
10,484,2.0,Mey.t,Menyanthes trifoliata
10,564,2.0,Pic,Picea
10,567,27.0,Pin,Pinus
10,590,2.0,Pla.ud,Plantago undiff.
10,620,6.0,Pop,Populus
10,639,2.0,Priae,Primulaceae
10,654,99.0,Que,Quercus
10,657,5.0,Que.i-T,Quercus ilex-type
10,662,10.0,Ranae,Ranunculaceae
10,694,2.0,Rum,Rumex
10,712,1.0,Sal,Salix
10,854,4.0,Umb,Umbelliferae
10,960,2.0,Ptd,Pteridium
10,981,6.0,Ind.ud,Indeterminable: undiff.
11,1,2.0,Abi,Abies
11,66,2.0,Art,Artemisia
11,95,11.0,Bet,Betula
11,124,1.0,Cal.v,Calluna vulgaris
11,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
11,217,8.0,Cor,Corylus
11,228,1.0,Cru,Cruciferae
11,233,17.0,Cypae,Cyperaceae
11,286,17.0,Erl,Ericales
11,309,1.0,Flp,Filipendula
11,315,6.0,Frx,Fraxinus
11,349,34.0,Graae,Gramineae
11,411,1.0,Leg,Leguminosae
11,484,4.0,Mey.t,Menyanthes trifoliata
11,523,2.0,Nym,Nymphaea
11,567,42.0,Pin,Pinus
11,590,1.0,Pla.ud,Plantago undiff.
11,620,1.0,Pop,Populus
11,639,1.0,Priae,Primulaceae
11,654,134.0,Que,Quercus
11,657,1.0,Que.i-T,Quercus ilex-type
11,662,1.0,Ranae,Ranunculaceae
11,687,4.0,Rosae,Rosaceae
11,694,4.0,Rum,Rumex
11,712,2.0,Sal,Salix
11,854,3.0,Umb,Umbelliferae
11,960,2.0,Ptd,Pteridium
11,977,2.0,Ind.conc,Indeterminable: concealed
11,981,9.0,Ind.ud,Indeterminable: undiff.
11,982,2.0,Ind.unkn,Indeterminable: unknown
11,1140,5.0,Dicotyle,Dicotyledones
12,4,1.0,Ace,Acer
12,32,6.0,Aln,Alnus
12,61,1.0,Arm.TA,Armeria (type A)
12,95,15.0,Bet,Betula
12,124,4.0,Cal.v,Calluna vulgaris
12,145,1.0,Cas,Castanea
12,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
12,217,5.0,Cor,Corylus
12,228,1.0,Cru,Cruciferae
12,233,16.0,Cypae,Cyperaceae
12,286,7.0,Erl,Ericales
12,304,1.0,Fag,Fagus
12,309,1.0,Flp,Filipendula
12,315,1.0,Frx,Fraxinus
12,349,37.0,Graae,Gramineae
12,484,5.0,Mey.t,Menyanthes trifoliata
12,503,1.0,Myo,Myriophyllum
12,523,2.0,Nym,Nymphaea
12,564,1.0,Pic,Picea
12,567,33.0,Pin,Pinus
12,590,2.0,Pla.ud,Plantago undiff.
12,620,5.0,Pop,Populus
12,624,2.0,Pot,Potamogeton
12,629,1.0,Pti,Potentilla
12,654,155.0,Que,Quercus
12,657,5.0,Que.i-T,Quercus ilex-type
12,662,11.0,Ranae,Ranunculaceae
12,694,2.0,Rum,Rumex
12,712,3.0,Sal,Salix
12,721,1.0,San,Sanguisorba
12,854,6.0,Umb,Umbelliferae
12,930,1.0,Fil,Filicopsida
12,939,1.0,Iso,Isoetes
12,960,4.0,Ptd,Pteridium
12,981,2.0,Ind.ud,Indeterminable: undiff.
13,1,8.0,Abi,Abies
13,4,1.0,Ace,Acer
13,32,1.0,Aln,Alnus
13,61,1.0,Arm.TA,Armeria (type A)
13,66,1.0,Art,Artemisia
13,95,11.0,Bet,Betula
13,124,3.0,Cal.v,Calluna vulgaris
13,217,20.0,Cor,Corylus
13,228,1.0,Cru,Cruciferae
13,233,43.0,Cypae,Cyperaceae
13,286,4.0,Erl,Ericales
13,304,2.0,Fag,Fagus
13,349,50.0,Graae,Gramineae
13,411,4.0,Leg,Leguminosae
13,484,7.0,Mey.t,Menyanthes trifoliata
13,503,3.0,Myo,Myriophyllum
13,523,4.0,Nym,Nymphaea
13,567,59.0,Pin,Pinus
13,590,2.0,Pla.ud,Plantago undiff.
13,620,4.0,Pop,Populus
13,624,1.0,Pot,Potamogeton
13,654,127.0,Que,Quercus
13,657,10.0,Que.i-T,Quercus ilex-type
13,662,3.0,Ranae,Ranunculaceae
13,677,3.0,Rhi,Rhinanthus
13,687,3.0,Rosae,Rosaceae
13,694,3.0,Rum,Rumex
13,712,1.0,Sal,Salix
13,854,2.0,Umb,Umbelliferae
13,930,1.0,Fil,Filicopsida
13,960,1.0,Ptd,Pteridium
13,981,6.0,Ind.ud,Indeterminable: undiff.
13,982,2.0,Ind.unkn,Indeterminable: unknown
14,1,1.0,Abi,Abies
14,19,1.0,Alc,Alchemilla
14,32,4.0,Aln,Alnus
14,95,15.0,Bet,Betula
14,201,4.0,Cm.Sf.A,Compositae subf. Asteroideae
14,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
14,217,3.0,Cor,Corylus
14,228,1.0,Cru,Cruciferae
14,233,27.0,Cypae,Cyperaceae
14,286,17.0,Erl,Ericales
14,315,3.0,Frx,Fraxinus
14,349,56.0,Graae,Gramineae
14,411,1.0,Leg,Leguminosae
14,484,1.0,Mey.t,Menyanthes trifoliata
14,523,6.0,Nym,Nymphaea
14,567,64.0,Pin,Pinus
14,590,1.0,Pla.ud,Plantago undiff.
14,620,2.0,Pop,Populus
14,629,1.0,Pti,Potentilla
14,654,126.0,Que,Quercus
14,662,2.0,Ranae,Ranunculaceae
14,687,1.0,Rosae,Rosaceae
14,694,8.0,Rum,Rumex
14,712,1.0,Sal,Salix
14,853,1.0,Ulm,Ulmus
14,854,10.0,Umb,Umbelliferae
14,933,7.0,Fil.ud,Filicopsida undiff.
14,939,1.0,Iso,Isoetes
14,977,4.0,Ind.conc,Indeterminable: concealed
14,981,13.0,Ind.ud,Indeterminable: undiff.
14,1140,3.0,Dicotyle,Dicotyledones
15,1,2.0,Abi,Abies
15,32,4.0,Aln,Alnus
15,66,1.0,Art,Artemisia
15,95,12.0,Bet,Betula
15,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
15,217,4.0,Cor,Corylus
15,233,158.0,Cypae,Cyperaceae
15,286,5.0,Erl,Ericales
15,315,1.0,Frx,Fraxinus
15,349,25.0,Graae,Gramineae
15,411,3.0,Leg,Leguminosae
15,564,3.0,Pic,Picea
15,567,58.0,Pin,Pinus
15,620,1.0,Pop,Populus
15,624,3.0,Pot,Potamogeton
15,641,1.0,Pru,Prunella
15,654,92.0,Que,Quercus
15,657,5.0,Que.i-T,Quercus ilex-type
15,662,7.0,Ranae,Ranunculaceae
15,687,1.0,Rosae,Rosaceae
15,694,4.0,Rum,Rumex
15,712,2.0,Sal,Salix
15,854,5.0,Umb,Umbelliferae
15,939,1.0,Iso,Isoetes
15,981,2.0,Ind.ud,Indeterminable: undiff.
15,982,4.0,Ind.unkn,Indeterminable: unknown
16,32,1.0,Aln,Alnus
16,95,8.0,Bet,Betula
16,141,1.0,Cphae,Caryophyllaceae
16,217,1.0,Cor,Corylus
16,233,210.0,Cypae,Cyperaceae
16,286,4.0,Erl,Ericales
16,315,1.0,Frx,Fraxinus
16,349,24.0,Graae,Gramineae
16,411,1.0,Leg,Leguminosae
16,523,3.0,Nym,Nymphaea
16,567,71.0,Pin,Pinus
16,620,2.0,Pop,Populus
16,629,1.0,Pti,Potentilla
16,654,83.0,Que,Quercus
16,662,2.0,Ranae,Ranunculaceae
16,694,1.0,Rum,Rumex
16,712,2.0,Sal,Salix
16,854,1.0,Umb,Umbelliferae
16,939,5.0,Iso,Isoetes
16,960,1.0,Ptd,Pteridium
16,977,1.0,Ind.conc,Indeterminable: concealed
16,981,12.0,Ind.ud,Indeterminable: undiff.
17,1,1.0,Abi,Abies
17,32,2.0,Aln,Alnus
17,95,6.0,Bet,Betula
17,185,1.0,Cheae,Chenopodiaceae
17,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
17,217,5.0,Cor,Corylus
17,228,1.0,Cru,Cruciferae
17,233,154.0,Cypae,Cyperaceae
17,286,1.0,Erl,Ericales
17,349,11.0,Graae,Gramineae
17,411,1.0,Leg,Leguminosae
17,567,54.0,Pin,Pinus
17,590,1.0,Pla.ud,Plantago undiff.
17,620,1.0,Pop,Populus
17,654,69.0,Que,Quercus
17,662,1.0,Ranae,Ranunculaceae
17,694,6.0,Rum,Rumex
17,712,1.0,Sal,Salix
17,853,1.0,Ulm,Ulmus
17,854,4.0,Umb,Umbelliferae
17,933,3.0,Fil.ud,Filicopsida undiff.
17,977,4.0,Ind.conc,Indeterminable: concealed
17,981,9.0,Ind.ud,Indeterminable: undiff.
17,1140,2.0,Dicotyle,Dicotyledones
18,1,6.0,Abi,Abies
18,32,4.0,Aln,Alnus
18,95,26.0,Bet,Betula
18,124,1.0,Cal.v,Calluna vulgaris
18,145,1.0,Cas,Castanea
18,185,1.0,Cheae,Chenopodiaceae
18,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
18,217,5.0,Cor,Corylus
18,233,21.0,Cypae,Cyperaceae
18,286,7.0,Erl,Ericales
18,315,3.0,Frx,Fraxinus
18,349,52.0,Graae,Gramineae
18,411,4.0,Leg,Leguminosae
18,503,1.0,Myo,Myriophyllum
18,523,42.0,Nym,Nymphaea
18,564,5.0,Pic,Picea
18,567,85.0,Pin,Pinus
18,624,4.0,Pot,Potamogeton
18,654,162.0,Que,Quercus
18,657,12.0,Que.i-T,Quercus ilex-type
18,662,6.0,Ranae,Ranunculaceae
18,694,6.0,Rum,Rumex
18,712,1.0,Sal,Salix
18,853,3.0,Ulm,Ulmus
18,854,7.0,Umb,Umbelliferae
18,930,3.0,Fil,Filicopsida
18,939,3.0,Iso,Isoetes
18,960,3.0,Ptd,Pteridium
18,977,1.0,Ind.conc,Indeterminable: concealed
18,981,2.0,Ind.ud,Indeterminable: undiff.
19,1,2.0,Abi,Abies
19,32,2.0,Aln,Alnus
19,95,24.0,Bet,Betula
19,124,1.0,Cal.v,Calluna vulgaris
19,141,1.0,Cphae,Caryophyllaceae
19,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
19,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
19,228,1.0,Cru,Cruciferae
19,233,12.0,Cypae,Cyperaceae
19,286,9.0,Erl,Ericales
19,315,1.0,Frx,Fraxinus
19,349,40.0,Graae,Gramineae
19,352,2.0,Hed,Hedera
19,379,1.0,Hyp,Hypericum
19,411,2.0,Leg,Leguminosae
19,434,1.0,Ltt.u,Littorella uniflora
19,503,2.0,Myo,Myriophyllum
19,523,22.0,Nym,Nymphaea
19,567,88.0,Pin,Pinus
19,620,2.0,Pop,Populus
19,624,10.0,Pot,Potamogeton
19,654,126.0,Que,Quercus
19,694,4.0,Rum,Rumex
19,712,2.0,Sal,Salix
19,853,1.0,Ulm,Ulmus
19,854,5.0,Umb,Umbelliferae
19,933,3.0,Fil.ud,Filicopsida undiff.
19,939,1.0,Iso,Isoetes
19,977,5.0,Ind.conc,Indeterminable: concealed
19,981,8.0,Ind.ud,Indeterminable: undiff.
19,982,2.0,Ind.unkn,Indeterminable: unknown
20,1,3.0,Abi,Abies
20,32,2.0,Aln,Alnus
20,95,17.0,Bet,Betula
20,124,1.0,Cal.v,Calluna vulgaris
20,145,1.0,Cas,Castanea
20,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
20,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
20,217,5.0,Cor,Corylus
20,233,23.0,Cypae,Cyperaceae
20,286,7.0,Erl,Ericales
20,315,1.0,Frx,Fraxinus
20,349,46.0,Graae,Gramineae
20,411,2.0,Leg,Leguminosae
20,503,2.0,Myo,Myriophyllum
20,523,20.0,Nym,Nymphaea
20,564,2.0,Pic,Picea
20,567,72.0,Pin,Pinus
20,590,3.0,Pla.ud,Plantago undiff.
20,620,1.0,Pop,Populus
20,624,19.0,Pot,Potamogeton
20,654,136.0,Que,Quercus
20,657,5.0,Que.i-T,Quercus ilex-type
20,662,4.0,Ranae,Ranunculaceae
20,687,2.0,Rosae,Rosaceae
20,694,6.0,Rum,Rumex
20,712,2.0,Sal,Salix
20,854,3.0,Umb,Umbelliferae
20,930,2.0,Fil,Filicopsida
20,939,3.0,Iso,Isoetes
20,982,2.0,Ind.unkn,Indeterminable: unknown
21,32,1.0,Aln,Alnus
21,95,16.0,Bet,Betula
21,217,2.0,Cor,Corylus
21,233,12.0,Cypae,Cyperaceae
21,286,9.0,Erl,Ericales
21,309,3.0,Flp,Filipendula
21,349,30.0,Graae,Gramineae
21,411,1.0,Leg,Leguminosae
21,434,1.0,Ltt.u,Littorella uniflora
21,503,1.0,Myo,Myriophyllum
21,523,25.0,Nym,Nymphaea
21,559,1.0,Ped,Pedicularis
21,567,81.0,Pin,Pinus
21,624,5.0,Pot,Potamogeton
21,654,120.0,Que,Quercus
21,662,1.0,Ranae,Ranunculaceae
21,687,5.0,Rosae,Rosaceae
21,694,3.0,Rum,Rumex
21,854,1.0,Umb,Umbelliferae
21,939,6.0,Iso,Isoetes
21,977,2.0,Ind.conc,Indeterminable: concealed
21,981,7.0,Ind.ud,Indeterminable: undiff.
21,982,1.0,Ind.unkn,Indeterminable: unknown
21,987,1.0,Sph,Sphagnum
22,1,2.0,Abi,Abies
22,32,2.0,Aln,Alnus
22,66,2.0,Art,Artemisia
22,95,24.0,Bet,Betula
22,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
22,217,4.0,Cor,Corylus
22,233,5.0,Cypae,Cyperaceae
22,286,8.0,Erl,Ericales
22,315,1.0,Frx,Fraxinus
22,349,28.0,Graae,Gramineae
22,411,1.0,Leg,Leguminosae
22,503,1.0,Myo,Myriophyllum
22,523,21.0,Nym,Nymphaea
22,567,87.0,Pin,Pinus
22,624,13.0,Pot,Potamogeton
22,654,133.0,Que,Quercus
22,657,1.0,Que.i-T,Quercus ilex-type
22,662,2.0,Ranae,Ranunculaceae
22,687,3.0,Rosae,Rosaceae
22,712,4.0,Sal,Salix
22,960,2.0,Ptd,Pteridium
22,977,3.0,Ind.conc,Indeterminable: concealed
22,981,3.0,Ind.ud,Indeterminable: undiff.
22,982,1.0,Ind.unkn,Indeterminable: unknown
23,1,1.0,Abi,Abies
23,32,1.0,Aln,Alnus
23,61,1.0,Arm.TA,Armeria (type A)
23,66,1.0,Art,Artemisia
23,95,14.0,Bet,Betula
23,217,7.0,Cor,Corylus
23,233,5.0,Cypae,Cyperaceae
23,286,5.0,Erl,Ericales
23,315,1.0,Frx,Fraxinus
23,349,25.0,Graae,Gramineae
23,352,1.0,Hed,Hedera
23,392,1.0,Jug,Juglans
23,411,2.0,Leg,Leguminosae
23,503,1.0,Myo,Myriophyllum
23,523,10.0,Nym,Nymphaea
23,567,107.0,Pin,Pinus
23,624,8.0,Pot,Potamogeton
23,654,120.0,Que,Quercus
23,657,1.0,Que.i-T,Quercus ilex-type
23,662,1.0,Ranae,Ranunculaceae
23,689,1.0,Rubae,Rubiaceae
23,694,2.0,Rum,Rumex
23,712,4.0,Sal,Salix
23,854,1.0,Umb,Umbelliferae
23,930,1.0,Fil,Filicopsida
23,933,1.0,Fil.ud,Filicopsida undiff.
23,939,3.0,Iso,Isoetes
23,960,2.0,Ptd,Pteridium
23,977,6.0,Ind.conc,Indeterminable: concealed
23,981,5.0,Ind.ud,Indeterminable: undiff.
23,1140,1.0,Dicotyle,Dicotyledones
24,32,2.0,Aln,Alnus
24,145,1.0,Cas,Castanea
24,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
24,217,9.0,Cor,Corylus
24,233,2.0,Cypae,Cyperaceae
24,286,5.0,Erl,Ericales
24,315,2.0,Frx,Fraxinus
24,349,52.0,Graae,Gramineae
24,401,7.0,Lab,Labiatae
24,503,1.0,Myo,Myriophyllum
24,523,21.0,Nym,Nymphaea
24,567,70.0,Pin,Pinus
24,620,1.0,Pop,Populus
24,624,31.0,Pot,Potamogeton
24,654,136.0,Que,Quercus
24,657,3.0,Que.i-T,Quercus ilex-type
24,662,2.0,Ranae,Ranunculaceae
24,694,7.0,Rum,Rumex
24,712,1.0,Sal,Salix
24,854,2.0,Umb,Umbelliferae
24,939,3.0,Iso,Isoetes
24,960,4.0,Ptd,Pteridium
24,982,3.0,Ind.unkn,Indeterminable: unknown
25,1,5.0,Abi,Abies
25,95,12.0,Bet,Betula
25,217,5.0,Cor,Corylus
25,233,6.0,Cypae,Cyperaceae
25,286,7.0,Erl,Ericales
25,309,1.0,Flp,Filipendula
25,315,2.0,Frx,Fraxinus
25,349,35.0,Graae,Gramineae
25,401,1.0,Lab,Labiatae
25,411,1.0,Leg,Leguminosae
25,503,1.0,Myo,Myriophyllum
25,523,17.0,Nym,Nymphaea
25,567,111.0,Pin,Pinus
25,624,16.0,Pot,Potamogeton
25,654,102.0,Que,Quercus
25,657,1.0,Que.i-T,Quercus ilex-type
25,662,1.0,Ranae,Ranunculaceae
25,687,2.0,Rosae,Rosaceae
25,694,6.0,Rum,Rumex
25,712,3.0,Sal,Salix
25,794,1.0,Spe,Spergula
25,854,2.0,Umb,Umbelliferae
25,933,1.0,Fil.ud,Filicopsida undiff.
25,939,5.0,Iso,Isoetes
25,960,1.0,Ptd,Pteridium
25,977,5.0,Ind.conc,Indeterminable: concealed
25,981,4.0,Ind.ud,Indeterminable: undiff.
