sample_,var_,count,varcode,varname
3,282,5.0,Eriae,Ericaceae
3,326,1.0,Gei-T,Genista-type
3,349,44.0,Graae,Gramineae
3,355,3.0,Hel,Helianthemum
3,397,1.0,Kna,Knautia
3,512,2.0,Myt,Myrtus
3,514,1.0,Mst,Myosotis
3,530,2.0,Ole,Olea
3,562,1.0,Phi,Phillyrea
3,567,79.0,Pin,Pinus
3,576,15.0,Pla,Plantago
3,603,2.0,Polae,Polygonaceae
3,657,73.0,Que.i-T,Quercus ilex-type
3,659,7.0,Que.r-T,Quercus robur-type
3,689,1.0,Rubae,Rubiaceae
3,712,6.0,Sal,Salix
3,791,1.0,Spa,Sparganium
3,816,1.0,Tha,Thalictrum
3,851,1.0,Typ-T,Typha-type
3,854,2.0,Umb,Umbelliferae
3,945,39.0,Lyc,Lycopodium
3,1558,1.0,Gld,Gladiolus
3,1708,5.0,Typ,Typha
3,2603,12100.0,conc.spk,Concentration spikes
3,2606,3.0,Labia(6),Labiatae (6)
3,2609,80.0,Zyg/Spi,Zygnema/Spirogyra
3,2612,1.0,...,Spike
4,53,12.0,Api,Apium
4,66,3.0,Art,Artemisia
4,95,1.0,Bet,Betula
4,150,1.0,Cen,Centaurea
4,185,5.0,Cheae,Chenopodiaceae
4,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
4,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
4,228,1.0,Cru,Cruciferae
4,229,2.0,Cupae,Cupressaceae
4,233,24.0,Cypae,Cyperaceae
4,282,2.0,Eriae,Ericaceae
4,315,2.0,Frx,Fraxinus
4,349,23.0,Graae,Gramineae
4,355,3.0,Hel,Helianthemum
4,411,1.0,Leg,Leguminosae
4,413,1.0,Lem,Lemna
4,530,5.0,Ole,Olea
4,562,2.0,Phi,Phillyrea
4,567,96.0,Pin,Pinus
4,572,5.0,Pst,Pistacia
4,576,6.0,Pla,Plantago
4,657,89.0,Que.i-T,Quercus ilex-type
4,659,2.0,Que.r-T,Quercus robur-type
4,687,1.0,Rosae,Rosaceae
4,712,1.0,Sal,Salix
4,819,2.0,Thyae,Thymelaeaceae
4,853,1.0,Ulm,Ulmus
4,886,1.0,Vic-T,Vicia-type
4,945,49.0,Lyc,Lycopodium
4,1708,2.0,Typ,Typha
4,2603,12100.0,conc.spk,Concentration spikes
4,2605,4.0,Cis.s,Cistus salvifolius
4,2608,2.0,Roe.h,Roemeria hybrida
4,2612,2.0,...,Spike
5,32,1.0,Aln,Alnus
5,53,11.0,Api,Apium
5,66,6.0,Art,Artemisia
5,95,1.0,Bet,Betula
5,129,1.0,Cam,Campanula
5,185,1.0,Cheae,Chenopodiaceae
5,196,1.0,Ciu,Cistus
5,201,3.0,Cm.Sf.A,Compositae subf. Asteroideae
5,203,12.0,Cm.Sf.C,Compositae subf. Cichorioideae
5,228,1.0,Cru,Cruciferae
5,229,3.0,Cupae,Cupressaceae
5,233,36.0,Cypae,Cyperaceae
5,282,3.0,Eriae,Ericaceae
5,349,15.0,Graae,Gramineae
5,355,7.0,Hel,Helianthemum
5,397,1.0,Kna,Knautia
5,413,2.0,Lem,Lemna
5,530,1.0,Ole,Olea
5,567,79.0,Pin,Pinus
5,576,6.0,Pla,Plantago
5,657,51.0,Que.i-T,Quercus ilex-type
5,659,6.0,Que.r-T,Quercus robur-type
5,662,3.0,Ranae,Ranunculaceae
5,712,1.0,Sal,Salix
5,854,1.0,Umb,Umbelliferae
5,945,68.0,Lyc,Lycopodium
5,1313,1.0,Gerae,Geraniaceae
5,1396,2.0,Trl.s,Trilete spore(s)
5,1400,1.0,Mon.s,Monolete spore(s)
5,1708,1.0,Typ,Typha
5,2603,12100.0,conc.spk,Concentration spikes
5,2606,2.0,Labia(6),Labiatae (6)
5,2608,1.0,Roe.h,Roemeria hybrida
5,2609,70.0,Zyg/Spi,Zygnema/Spirogyra
5,2612,1.0,...,Spike
6,32,1.0,Aln,Alnus
6,53,11.0,Api,Apium
6,66,1.0,Art,Artemisia
6,185,1.0,Cheae,Chenopodiaceae
6,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
6,217,1.0,Cor,Corylus
6,229,3.0,Cupae,Cupressaceae
6,233,29.0,Cypae,Cyperaceae
6,274,1.0,Eph.d-T,Ephedra distachya-type
6,282,4.0,Eriae,Ericaceae
6,349,24.0,Graae,Gramineae
6,411,4.0,Leg,Leguminosae
6,530,3.0,Ole,Olea
6,562,1.0,Phi,Phillyrea
6,567,40.0,Pin,Pinus
6,572,4.0,Pst,Pistacia
6,576,5.0,Pla,Plantago
6,657,66.0,Que.i-T,Quercus ilex-type
6,659,3.0,Que.r-T,Quercus robur-type
6,662,1.0,Ranae,Ranunculaceae
6,694,1.0,Rum,Rumex
6,813,1.0,Teu,Teucrium
6,816,1.0,Tha,Thalictrum
6,945,90.0,Lyc,Lycopodium
6,1400,1.0,Mon.s,Monolete spore(s)
6,1708,5.0,Typ,Typha
6,2603,12100.0,conc.spk,Concentration spikes
6,2606,1.0,Labia(6),Labiatae (6)
6,2609,30.0,Zyg/Spi,Zygnema/Spirogyra
6,2612,1.0,...,Spike
7,66,5.0,Art,Artemisia
7,185,1.0,Cheae,Chenopodiaceae
7,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
7,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
7,229,2.0,Cupae,Cupressaceae
7,233,49.0,Cypae,Cyperaceae
7,349,25.0,Graae,Gramineae
7,411,2.0,Leg,Leguminosae
7,413,3.0,Lem,Lemna
7,562,1.0,Phi,Phillyrea
7,567,62.0,Pin,Pinus
7,576,4.0,Pla,Plantago
7,657,27.0,Que.i-T,Quercus ilex-type
7,659,4.0,Que.r-T,Quercus robur-type
7,763,3.0,Scoae,Scrophulariaceae
7,945,35.0,Lyc,Lycopodium
7,2603,12100.0,conc.spk,Concentration spikes
7,2609,94.0,Zyg/Spi,Zygnema/Spirogyra
7,2612,1.0,...,Spike
8,201,5.0,Cm.Sf.A,Compositae subf. Asteroideae
8,203,4.0,Cm.Sf.C,Compositae subf. Cichorioideae
8,233,10.0,Cypae,Cyperaceae
8,274,2.0,Eph.d-T,Ephedra distachya-type
8,349,14.0,Graae,Gramineae
8,355,1.0,Hel,Helianthemum
8,423,1.0,Lin,Linum
8,521,1.0,Nup,Nuphar
8,567,163.0,Pin,Pinus
8,595,1.0,Pluae,Plumbaginaceae
8,657,4.0,Que.i-T,Quercus ilex-type
8,689,1.0,Rubae,Rubiaceae
8,945,35.0,Lyc,Lycopodium
8,1396,1.0,Trl.s,Trilete spore(s)
8,1400,1.0,Mon.s,Monolete spore(s)
8,1708,2.0,Typ,Typha
8,1885,6.0,Hdr,Hydrocharis
8,2603,12100.0,conc.spk,Concentration spikes
8,2609,15.0,Zyg/Spi,Zygnema/Spirogyra
8,2612,2.0,...,Spike
9,53,1.0,Api,Apium
9,66,6.0,Art,Artemisia
9,150,1.0,Cen,Centaurea
9,185,6.0,Cheae,Chenopodiaceae
9,201,6.0,Cm.Sf.A,Compositae subf. Asteroideae
9,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
9,233,6.0,Cypae,Cyperaceae
9,349,17.0,Graae,Gramineae
9,355,2.0,Hel,Helianthemum
9,567,120.0,Pin,Pinus
9,576,1.0,Pla,Plantago
9,854,1.0,Umb,Umbelliferae
9,945,9.0,Lyc,Lycopodium
9,1396,1.0,Trl.s,Trilete spore(s)
9,2603,12100.0,conc.spk,Concentration spikes
9,2609,12.0,Zyg/Spi,Zygnema/Spirogyra
9,2612,1.0,...,Spike
10,66,31.0,Art,Artemisia
10,150,1.0,Cen,Centaurea
10,185,6.0,Cheae,Chenopodiaceae
10,201,5.0,Cm.Sf.A,Compositae subf. Asteroideae
10,203,5.0,Cm.Sf.C,Compositae subf. Cichorioideae
10,229,1.0,Cupae,Cupressaceae
10,233,2.0,Cypae,Cyperaceae
10,349,14.0,Graae,Gramineae
10,416,2.0,Lilae,Liliaceae
10,567,173.0,Pin,Pinus
10,572,1.0,Pst,Pistacia
10,576,1.0,Pla,Plantago
10,657,1.0,Que.i-T,Quercus ilex-type
10,945,15.0,Lyc,Lycopodium
10,1396,1.0,Trl.s,Trilete spore(s)
10,1400,2.0,Mon.s,Monolete spore(s)
10,1708,1.0,Typ,Typha
10,2603,12100.0,conc.spk,Concentration spikes
10,2609,20.0,Zyg/Spi,Zygnema/Spirogyra
10,2612,1.0,...,Spike
11,53,1.0,Api,Apium
11,66,10.0,Art,Artemisia
11,150,1.0,Cen,Centaurea
11,185,1.0,Cheae,Chenopodiaceae
11,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
11,203,9.0,Cm.Sf.C,Compositae subf. Cichorioideae
11,229,2.0,Cupae,Cupressaceae
11,233,14.0,Cypae,Cyperaceae
11,274,1.0,Eph.d-T,Ephedra distachya-type
11,349,39.0,Graae,Gramineae
11,567,212.0,Pin,Pinus
11,576,1.0,Pla,Plantago
11,659,1.0,Que.r-T,Quercus robur-type
11,945,12.0,Lyc,Lycopodium
11,1400,1.0,Mon.s,Monolete spore(s)
11,1708,1.0,Typ,Typha
11,2603,12100.0,conc.spk,Concentration spikes
11,2606,1.0,Labia(6),Labiatae (6)
11,2609,29.0,Zyg/Spi,Zygnema/Spirogyra
11,2612,1.0,...,Spike
12,66,10.0,Art,Artemisia
12,185,2.0,Cheae,Chenopodiaceae
12,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
12,203,3.0,Cm.Sf.C,Compositae subf. Cichorioideae
12,229,1.0,Cupae,Cupressaceae
12,233,9.0,Cypae,Cyperaceae
12,349,41.0,Graae,Gramineae
12,567,147.0,Pin,Pinus
12,659,1.0,Que.r-T,Quercus robur-type
12,854,1.0,Umb,Umbelliferae
12,945,8.0,Lyc,Lycopodium
12,1708,1.0,Typ,Typha
12,2603,12100.0,conc.spk,Concentration spikes
12,2609,17.0,Zyg/Spi,Zygnema/Spirogyra
12,2612,1.0,...,Spike
13,66,3.0,Art,Artemisia
13,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
13,203,3.0,Cm.Sf.C,Compositae subf. Cichorioideae
13,233,5.0,Cypae,Cyperaceae
13,274,1.0,Eph.d-T,Ephedra distachya-type
13,349,30.0,Graae,Gramineae
13,567,252.0,Pin,Pinus
13,945,22.0,Lyc,Lycopodium
13,2603,12100.0,conc.spk,Concentration spikes
13,2607,1.0,Labia(3),Labiatae (3)
13,2609,68.0,Zyg/Spi,Zygnema/Spirogyra
13,2612,1.0,...,Spike
14,53,1.0,Api,Apium
14,66,19.0,Art,Artemisia
14,95,1.0,Bet,Betula
14,141,1.0,Cphae,Caryophyllaceae
14,185,4.0,Cheae,Chenopodiaceae
14,201,5.0,Cm.Sf.A,Compositae subf. Asteroideae
14,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
14,229,1.0,Cupae,Cupressaceae
14,233,19.0,Cypae,Cyperaceae
14,274,1.0,Eph.d-T,Ephedra distachya-type
14,349,32.0,Graae,Gramineae
14,521,4.0,Nup,Nuphar
14,567,189.0,Pin,Pinus
14,576,2.0,Pla,Plantago
14,659,1.0,Que.r-T,Quercus robur-type
14,945,10.0,Lyc,Lycopodium
14,1274,1.0,Mou,Mougeotia
14,1604,1.0,Ric,Riccia
14,1708,1.0,Typ,Typha
14,2603,12100.0,conc.spk,Concentration spikes
14,2609,40.0,Zyg/Spi,Zygnema/Spirogyra
14,2612,1.0,...,Spike
15,53,12.0,Api,Apium
15,66,34.0,Art,Artemisia
15,95,1.0,Bet,Betula
15,185,4.0,Cheae,Chenopodiaceae
15,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
15,229,3.0,Cupae,Cupressaceae
15,233,10.0,Cypae,Cyperaceae
15,274,1.0,Eph.d-T,Ephedra distachya-type
15,282,1.0,Eriae,Ericaceae
15,349,20.0,Graae,Gramineae
15,355,1.0,Hel,Helianthemum
15,411,1.0,Leg,Leguminosae
15,567,174.0,Pin,Pinus
15,657,3.0,Que.i-T,Quercus ilex-type
15,659,1.0,Que.r-T,Quercus robur-type
15,689,1.0,Rubae,Rubiaceae
15,945,10.0,Lyc,Lycopodium
15,1274,2.0,Mou,Mougeotia
15,1396,1.0,Trl.s,Trilete spore(s)
15,2603,12100.0,conc.spk,Concentration spikes
15,2609,18.0,Zyg/Spi,Zygnema/Spirogyra
15,2612,1.0,...,Spike
